"Story","Title","Result","Date","Stability","Duration (s)"
"As a Kayak's client I want to flight from Medellin to San Francisco","Search flights in Kayak","SUCCESS","2021-03-05T22:43:35.882-05:00[America/Bogota]","0.0","55.47"
